runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
4.6e-05,0,1,22,55,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,5e-06,0,0,0,0,0,0,2.9e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
3.8e-05,0,1,22,55,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,2.9e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
60.0063,763,2984,746489,916826,-1,95,33,83,168,327,0,14,0,29,2372,0,1725,243,54.1482,0.121981,0.037354,0.015884,0.810699,3.91436,0.031981,0.19303,0.010471,0.192547,0.655101,0.701327,3333,2.3e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.004,464,927,312941,385178,-1,95,33,83,33,458,0,2,0,4,0,0,1349,1,54.3859,0.005562,0.001391,0.019601,0.410684,4.62468,0,0.137755,0.003956,0.144458,0.338591,0.342926,988,2.5e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0005,720,4127,259229,393678,-1,62,25,62,0,0,0,1,0,1,4122,0,1091,1,53.8584,0.001439,0.037062,0.001624,0.215032,5.22291,0.031319,0.065774,0.008537,0.358602,0.541331,0.588254,4312,1.6e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
60.0016,1628,3256,1272844,1472149,-1,72,25,62,0,1202,0,1,0,425,0,0,1934,891,51.5238,0.006613,0.004485,0.019556,0.441786,6.27537,0,0.272321,0.010367,0.537512,1.28256,1.29656,3256,3e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
0.000264,1,3,88,174,22,22,20,22,0,0,0,1,0,0,0,0,1,0,0.00011,1e-06,1.5e-05,0,1.2e-05,0,1e-05,1.1e-05,0,2e-06,4.2e-05,5.6e-05,2,1.7e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
0.000246,1,3,88,174,22,22,20,22,0,0,0,1,0,0,0,0,1,0,0.000109,2e-06,2e-06,0,1.3e-05,0,0,1e-05,2e-06,4e-06,4.7e-05,5.3e-05,2,2.8e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
60.0023,1897,11374,1182242,1606509,-1,66,29,66,0,0,0,1,0,1,11372,0,2195,0,53.962,0.003421,0.113425,0.000925,1.38416,2.29482,0.096811,0.462123,0.030679,0.777616,1.62066,1.76298,11374,2e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
60.0003,3067,6132,1163194,1533644,-1,66,29,66,0,3062,0,3,0,2,0,0,3532,0,54.4763,0.004741,0.007127,0.023197,1.09348,2.15849,0,0.659418,0.024615,0.600435,1.32683,1.34957,6134,4.6e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
0.004352,3,5,99,185,18,18,9,18,0,0,0,2,0,1,0,0,3,0,0.003824,4e-06,2e-05,0,6.5e-05,0.00022,1.3e-05,2e-05,4e-06,9e-06,7.6e-05,0.000106,6,1.7e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
0.003757,3,5,99,185,18,18,9,18,0,0,0,2,0,1,0,0,3,0,0.003324,3e-06,5e-06,0,6.8e-05,0.000186,0,1.8e-05,4e-06,7e-06,8e-05,9.6e-05,6,1.9e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
60.0001,4089,24530,1158233,1729303,-1,35,16,35,4,0,0,1,0,0,24430,0,8290,4010,51.0066,0.02141,0.139278,0.007756,2.55672,4.7304,0.106136,0.376079,0.03412,0.056788,0.792429,0.986377,24542,2.6e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
60.0002,21015,42029,3962611,5580912,-1,37,16,35,0,20999,0,2,0,14,0,0,25039,0,43.2026,0.041256,0.066596,0.075542,3.19259,5.11895,0,2.55622,0.143539,0.140776,3.70856,3.93706,42030,3.4e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
3.8e-05,0,1,18,45,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,3e-06,0,0,0,0,0,0,2.6e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
3.2e-05,0,1,18,45,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,2.5e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
0.068057,17,34,5104,7071,46,46,19,33,8,15,0,1,0,1,2,0,30,0,0.044631,5.5e-05,0.000286,7.1e-05,0.001116,0.015936,0.000197,0.001867,4.6e-05,0.000144,0.003453,0.003863,42,1.9e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
0.064471,17,34,5104,7071,46,46,19,33,8,15,0,1,0,1,0,0,30,0,0.04192,5.3e-05,4.4e-05,5.6e-05,0.000874,0.0165,0,0.001465,4.6e-05,9.9e-05,0.003054,0.003195,42,3.2e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
0.025241,10,25,2694,3826,53,53,37,46,0,2,0,4,0,2,8,0,20,0,0.013789,0.000112,0.000166,9e-06,0.001688,0.007006,0.00012,0.000587,2.6e-05,6.6e-05,0.001572,0.001788,28,2.6e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
0.023915,14,25,2746,3884,53,53,37,46,0,8,0,4,0,2,0,0,22,0,0.012797,0.00011,2.6e-05,2.5e-05,0.001316,0.006914,0,0.000733,3e-05,6.3e-05,0.001598,0.00169,28,2.5e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
