runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
60.0001,8159,16318,797325,1365610,-1,53,29,46,19,8154,0,1,0,4,0,0,15260,0,54.5102,0.014872,0.018843,0.028402,0.835993,3.27274,0,0.329529,0.032417,0.038857,0.55837,0.615917,16352,1.60E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-5.scen:
3.70E-05,0,1,19,45,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-06,0,0,0,3.00E-06,0,0,0,0,0,0,1.80E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-6.scen:
5.80E-05,0,1,19,45,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,0,0,0,0,0,0,0,0,0,0,2.90E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-6.scen:
1.48791,29,55,10290,13942,78,78,34,67,3,23,0,2,0,3,2,0,61,0,1.29189,0.000501,0.000572,0.000183,0.010689,0.169164,0.000471,0.004925,0.000126,0.001964,0.007981,0.008699,60,3.00E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-7.scen:
1.49933,35,67,12286,16620,78,78,34,67,3,29,0,2,0,3,0,0,70,0,1.30387,0.000489,7.90E-05,0.000207,0.010388,0.166573,0,0.005999,0.000152,0.002404,0.00949,0.009765,71,2.80E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-7.scen:
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4e-05,0,1,15,37,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,3e-06,0,0,0,0,0,0,2.5e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-8.scen:
3.7e-05,0,1,15,37,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,2.4e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-8.scen:
0.031236,11,28,702,1288,23,23,13,23,1,6,0,1,0,1,10,0,15,0,0.027643,1.5e-05,0.00013,1e-05,0.000427,0.001953,8.1e-05,0.000186,2.9e-05,4.3e-05,0.000558,0.000763,30,2.6e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-9.scen:
0.072611,16,30,861,1583,23,23,13,23,1,12,0,1,0,2,0,0,25,0,0.064501,4.6e-05,3.8e-05,2.6e-05,0.001329,0.004708,0,0.00051,5.5e-05,7e-05,0.000898,0.001035,32,2.8e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-9.scen:
0.000493,1,2,311,405,34,34,29,34,0,0,0,1,0,0,0,0,1,0,0.000234,1e-06,1.7e-05,0,1.4e-05,0,1.4e-05,1e-05,2e-06,3e-06,0.000144,0.000152,2,2.6e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-10.scen:
0.000597,1,2,311,405,34,34,29,34,0,0,0,1,0,0,0,0,1,0,0.000262,1e-06,2e-06,0,3e-05,0,0,1.7e-05,2e-06,4e-06,0.000166,0.000171,2,2.7e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-10.scen:
60.0006,1941,11642,1279717,1706326,-1,51,26,51,295,0,0,1,0,0,9486,0,5356,2382,56.6133,0.011779,0.082403,0,1.90569,0,0.067002,0.533239,0.013299,0.029485,0.703625,0.812964,12528,3.2e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-11.scen:
0.011318,3,5,944,1177,51,51,26,51,0,0,0,2,0,1,0,0,3,0,0.008194,4e-06,5e-06,0,0.000247,0.001954,0,0.000149,6e-06,1.5e-05,0.000671,0.000685,6,2.5e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-11.scen:
0.09854,44,224,9830,17599,34,34,23,30,14,7,0,1,0,2,180,0,111,45,0.059314,0.000291,0.001306,0.000157,0.013438,0.013084,0.00095,0.001964,0.000233,0.000527,0.006482,0.008401,279,1.8e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-12.scen:
0.036172,7,14,790,1264,33,33,23,30,2,4,0,1,0,2,0,0,20,0,0.027094,0.000118,2.1e-05,1.4e-05,0.001296,0.006515,0,0.000249,1.8e-05,3.6e-05,0.000592,0.000656,16,3.5e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-12.scen:
0.000477,1,3,92,184,30,30,26,30,0,0,0,1,0,0,0,0,1,0,0.000192,2e-06,3.5e-05,0,3.4e-05,0,3e-05,8e-06,1e-06,6e-06,0.000126,0.000162,2,2e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-13.scen:
0.000338,1,3,92,184,30,30,26,30,0,0,0,1,0,0,0,0,1,0,0.000148,1e-06,3e-06,0,1.9e-05,0,0,1.3e-05,2e-06,4e-06,7.4e-05,8.1e-05,2,3.4e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-13.scen:
60.0172,164,980,30622,51056,-1,92,20,92,0,0,0,1,0,0,979,0,524,2,54.9823,0.145313,0.005228,4e-05,0.031528,4.80939,0.003859,0.014956,0.000979,0.002099,0.020336,0.027694,980,2.4e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-14.scen:
60.0017,353,704,212533,263627,-1,98,20,92,0,346,0,2,0,5,0,0,1018,1,56.6249,0.002765,0.000974,0.011186,0.407049,2.43302,0,0.09623,0.003682,0.216944,0.348642,0.351614,706,2.3e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-14.scen:
0.000292,1,2,125,183,23,23,20,23,0,0,0,1,0,0,0,0,1,0,0.000131,1e-06,9e-06,0,2.6e-05,0,6e-06,6e-06,1e-06,3e-06,5.4e-05,6.2e-05,2,1.9e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
0.000295,1,2,125,183,23,23,20,23,0,0,0,1,0,0,0,0,1,0,0.000138,1e-06,2e-06,0,3.1e-05,0,0,7e-06,2e-06,2e-06,6e-05,6.5e-05,2,2.2e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
4.4e-05,0,1,22,55,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,5e-06,0,0,0,0,0,0,1.9e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
4.5e-05,0,1,22,55,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,1.9e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
60.0023,982,3683,946535,1159978,-1,95,33,83,177,440,0,14,0,29,2657,0,2010,447,53.7912,0.116344,0.041956,0.012333,0.828748,4.13343,0.035794,0.189017,0.012469,0.222113,0.757727,0.809821,4207,1.9e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0013,544,1087,361117,445584,-1,95,33,83,38,538,0,2,0,4,0,0,1529,1,54.4661,0.005231,0.001456,0.016583,0.424055,4.51282,0,0.142919,0.004149,0.141938,0.349517,0.354033,1157,1.9e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0057,785,4507,279243,425711,-1,62,25,62,0,0,0,1,0,1,4502,0,1200,3,54.0578,0.001405,0.037128,0.001502,0.228908,5.03596,0.031257,0.064839,0.008646,0.341809,0.520139,0.567322,4702,2.5e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
60.0013,1740,3480,1345154,1558183,-1,73,25,62,0,1206,0,1,0,533,0,0,2249,1333,51.3259,0.008588,0.003965,0.021625,0.466848,6.5973,0,0.261805,0.007887,0.446881,1.13681,1.14915,3480,1.9e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
0.000256,1,3,88,174,22,22,20,22,0,0,0,1,0,0,0,0,1,0,0.000114,2e-06,1.4e-05,0,1.1e-05,0,9e-06,1e-05,1e-06,2e-06,4.2e-05,5.7e-05,2,1.9e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
0.000241,1,3,88,174,22,22,20,22,0,0,0,1,0,0,0,0,1,0,0.000104,1e-06,4e-06,0,1.4e-05,0,0,1.4e-05,2e-06,4e-06,4.7e-05,5.2e-05,2,1.9e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
60.0006,2277,13654,1434435,1942923,-1,66,29,66,0,0,0,1,0,1,13652,0,2622,0,53.6795,0.003109,0.119672,0.000726,1.53458,2.4669,0.10142,0.469612,0.027839,0.691811,1.56743,1.71651,13654,2.8e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
60.0003,3433,6864,1304051,1718814,-1,66,29,66,0,3428,0,3,0,2,0,0,3928,0,54.4992,0.004609,0.007357,0.018571,1.10942,2.11314,0,0.669284,0.023383,0.578662,1.32855,1.35161,6866,2.5e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
0.003558,3,5,99,185,18,18,9,18,0,0,0,2,0,1,0,0,3,0,0.003135,4e-06,2e-05,0,6.2e-05,0.000163,1e-05,1.9e-05,5e-06,8e-06,6.8e-05,9.5e-05,6,1.6e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
0.005763,3,5,99,185,18,18,9,18,0,0,0,2,0,1,0,0,3,0,0.005094,6e-06,7e-06,0,0.000117,0.000285,0,2.8e-05,7e-06,1.2e-05,0.000125,0.000145,6,3.9e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
60.0002,4079,24470,1155405,1725094,-1,35,16,35,4,0,0,1,0,0,24370,0,8272,4004,50.9515,0.022008,0.137195,0.007531,2.61372,4.731,0.104958,0.379145,0.034309,0.053394,0.77777,0.969095,24482,2.8e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
60.0001,26342,52683,4958194,6980144,-1,37,16,35,0,26326,0,2,0,14,0,0,31251,0,43.2363,0.039762,0.053707,0.092163,2.82907,6.19272,0,2.17434,0.134237,0.122691,3.13785,3.31403,52684,3.1e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
3.9e-05,0,1,18,45,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,3e-06,0,0,0,0,0,0,1.7e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
5.6e-05,0,1,18,45,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,4.1e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
0.085219,17,34,5104,7071,46,46,19,33,8,15,0,1,0,1,2,0,30,0,0.055873,5.8e-05,0.000268,5.8e-05,0.00108,0.022566,0.000196,0.001561,5.2e-05,9.5e-05,0.003163,0.003528,42,4.4e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
0.087575,17,34,5104,7071,46,46,19,33,8,15,0,1,0,1,0,0,30,0,0.053938,7.5e-05,5.3e-05,7.7e-05,0.001208,0.026119,0,0.001814,5.5e-05,0.000115,0.003675,0.003846,42,4.4e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
0.031645,10,25,2694,3826,53,53,37,46,0,2,0,4,0,2,8,0,20,0,0.017472,0.000127,0.000186,1.7e-05,0.002299,0.008579,0.000147,0.000767,2.9e-05,7.1e-05,0.001799,0.00205,28,2.8e-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
0.027473,14,25,2746,3884,53,53,37,46,0,8,0,4,0,2,0,0,22,0,0.014723,0.000125,3.6e-05,3.5e-05,0.001534,0.007622,0,0.000895,3.2e-05,7.4e-05,0.002068,0.002168,28,3.2e-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
