runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
3.70953,4113,8225,1764546,3939155,1312,1312,1299,1305,1747,3187,38,84,0,803,0,0,853,7025,0.625497,0.051821,0.988808,0.043148,0.098244,0.22089,0.926926,0.023372,0.012815,0.150467,1.50488,2.53788,11506,0.006074,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-6.scen:
2.6717,4113,8225,1764546,3939155,1312,1312,1299,1305,1747,3187,38,84,0,803,0,0,853,7025,0.595899,0.047293,0.054115,0.040189,0.093082,0.218109,0,0.023157,0.012217,0.139888,1.45646,1.55469,11506,0.005957,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-6.scen:
60.0083,1385,68219,16119719,30957435,-1,1227,1185,1208,365,0,0,0,0,779,58441,0,1000,2834,18.5548,0.060251,11.404,0.008728,0.035701,12.1499,10.8504,3.27279,0.130049,1.61003,13.784,25.6161,108128,0.00614,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-7.scen:
60.0004,38285,76571,41914633,65991033,-1,1239,1185,1208,7303,21351,1080,2261,0,13593,0,0,9998,66176,12.8813,0.582686,0.503239,0.775049,3.60327,5.48893,0,0.683776,0.144461,1.92226,33.2176,34.1755,90455,0.006125,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-7.scen:
60.0185,2363,259715,30527769,61490532,-1,1270,1251,1267,1,0,0,0,0,2,147644,0,81,84183,3.6061,3.10641,23.1782,0.070917,0.86411,0.456392,21.9221,0.018042,0.23799,2.87317,26.3068,50.2604,259753,0.006019,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-8.scen:
7.43149,763,1525,559650,908084,1290,1290,1251,1267,326,499,94,73,0,96,0,0,308,1282,4.70764,0.01301,0.010412,0.023311,0.053599,1.79749,0,0.153831,0.002514,0.086024,0.637988,0.655549,2064,0.00586,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-8.scen:
0.30893,206,411,64226,174845,1299,1299,1284,1295,145,129,41,25,0,10,0,0,132,381,0.08757,0.003881,0.082307,0.004503,0.00946,0.029302,0.077627,0.003801,0.000902,0.010219,0.075819,0.161268,697,0.006868,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-9.scen:
0.215973,206,411,64226,174845,1299,1299,1284,1295,145,129,41,25,0,10,0,0,132,381,0.079457,0.003335,0.004023,0.004386,0.008845,0.029595,0,0.00388,0.000829,0.009387,0.071267,0.078423,697,0.006335,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-9.scen:
0.592866,518,1035,155916,387731,1175,1175,1157,1171,360,362,64,40,0,51,0,0,406,922,0.157754,0.007396,0.151033,0.009966,0.020895,0.052379,0.141808,0.009051,0.002089,0.020952,0.153312,0.311324,1696,0.007803,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-10.scen:
0.553705,518,1035,155916,387731,1175,1175,1157,1171,360,362,64,40,0,51,0,0,406,922,0.192176,0.009488,0.010675,0.012611,0.025451,0.060177,0,0.011499,0.00245,0.025095,0.196129,0.215405,1696,0.007284,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-10.scen:
0.675674,518,1035,155916,387731,1175,1175,1157,1171,360,362,64,40,0,51,0,0,406,922,0.224286,0.012268,0.013575,0.015958,0.034463,0.073377,0,0.013716,0.002985,0.030744,0.245488,0.269453,1696,0.007531,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-10.scen:
60.0001,69072,138145,19244850,46526988,-1,1248,1221,1235,20532,48219,5669,6049,0,9135,0,0,13363,151760,10.2565,1.0136,20.1425,0.905442,2.54194,3.27915,19.1296,0.358362,0.227498,2.12415,18.1477,39.1247,176795,0.00632,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-11.scen:
60.0001,98023,196047,28796174,68811843,-1,1248,1221,1235,29893,70753,6387,7282,0,13601,0,0,19734,212120,15.0309,1.35271,1.3228,1.30367,3.57022,4.98872,0,0.564335,0.319883,3.00398,27.0761,29.6288,251952,0.009855,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-11.scen:
60.0001,27624,55241,17946512,36682895,-1,1305,1275,1293,15579,21603,575,1564,0,3882,0,0,23287,51303,20.0455,0.357536,10.4645,0.715815,3.25016,6.70139,9.97968,1.07472,0.115374,1.807,15.6473,26.5035,83117,0.005728,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-12.scen:
60,35331,70652,23075358,46974171,-1,1306,1275,1293,19462,27528,720,1932,0,5151,0,0,27777,67424,22.886,0.424396,0.559447,0.905289,3.9113,7.99018,0,1.266,0.141829,2.21409,19.8723,20.9383,105621,0.005896,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-12.scen:
60.0074,12140,78605,16888791,32416910,-1,1254,1234,1242,5771,6171,657,136,0,4673,28717,0,1899,18881,19.3321,0.176231,10.0057,0.126084,0.05558,13.185,9.55391,1.87293,0.110936,1.57464,14.4334,24.7685,91945,0.006563,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-13.scen:
60.0002,35334,70669,45267893,74561541,-1,1257,1234,1242,13365,16679,1346,230,0,17079,0,0,1420,54119,13.2949,0.427566,0.461005,0.317161,0.121893,9.5053,0,0.138895,0.116331,2.15921,34.2892,35.1385,91609,0.00596,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-13.scen:
1.25847,82,163,73140,124649,1242,1242,1214,1234,26,9,12,13,0,47,9,0,69,83,0.624352,0.002695,0.01777,0.000774,0.003819,0.530548,0.01653,0.011099,0.000225,0.004955,0.062551,0.080935,208,0.005829,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-14.scen:
1.62129,85,169,72306,122844,1242,1242,1214,1234,24,11,12,15,0,46,0,0,74,81,0.869963,0.002922,0.001365,0.001022,0.004467,0.648797,0,0.012903,0.000261,0.00575,0.074465,0.076707,206,0.005848,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-14.scen:
16.2805,13880,27761,4175297,11113777,1209,1209,1188,1200,9461,9941,1505,1410,0,1024,0,0,7063,27267,3.98834,0.200513,3.891,0.276205,1.35893,1.17253,3.63458,0.169665,0.061349,0.55848,4.42943,8.51235,44000,0.006208,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-15.scen:
11.3414,13880,27761,4175297,11113777,1209,1209,1188,1200,9461,9941,1505,1410,0,1024,0,0,7063,27267,3.49214,0.170452,0.212869,0.240873,1.23832,1.06346,0,0.156816,0.053784,0.500328,4.07535,4.46847,44000,0.005999,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-15.scen:
60.0002,67743,135487,18313469,48014778,-1,1188,1165,1176,29660,47016,4899,8164,0,7664,0,0,19514,201542,11.0187,0.975675,14.9529,1.77447,5.78939,3.47565,13.9192,0.305816,0.226736,1.99024,17.8003,33.5676,182289,0.006214,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-16.scen:
60.0005,95909,191819,25706328,66454155,-1,1189,1165,1176,39588,68586,5930,11034,0,10359,0,0,24987,264754,13.6102,1.25261,1.2789,2.2911,7.16848,4.5079,0,0.401084,0.304089,2.63108,24.3183,26.7338,256107,0.005887,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-16.scen:
60.0004,74333,148667,26876961,59154796,-1,1108,1079,1095,17407,56172,1606,3733,0,12822,0,0,12214,143263,11.355,0.919952,13.0838,1.33692,1.71981,4.91842,12.1201,0.470747,0.234841,2.0629,22.8186,36.6891,182071,0.005714,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-17.scen:
60.0002,91688,183377,33976234,74529407,-1,1108,1079,1095,22263,69188,1787,4636,0,16077,0,0,14859,182456,14.2105,1.06966,1.07919,1.62416,2.19615,6.53341,0,0.566992,0.287658,2.4974,28.5602,30.6353,226219,0.005832,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-17.scen:
60.0336,2215,86619,17223147,30140961,-1,1335,1297,1314,114,62,16,105,0,1271,792,0,1152,46422,18.0088,1.07206,10.9576,0.168299,3.02669,8.1717,10.5072,2.71707,0.112201,1.70458,14.7399,26.0216,86889,0.006048,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-18.scen:
6.15631,2170,4339,4561201,6377673,1337,1337,1297,1314,277,235,45,274,0,1615,0,0,501,3205,1.47114,0.053903,0.028129,0.016348,0.100795,0.839882,0,0.104967,0.007456,0.212363,3.44144,3.49512,4856,0.005891,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-18.scen:
14.8532,21941,43881,5213787,12369764,1309,1309,1282,1298,4988,8848,1332,7216,0,4544,0,0,2599,47759,2.13493,0.551306,4.51715,0.266,0.637937,0.694122,4.19799,0.042816,0.068353,0.541036,5.05595,9.78756,52487,0.00606,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-19.scen:
10.6988,21941,43881,5213787,12369764,1309,1309,1282,1298,4988,8848,1332,7216,0,4544,0,0,2599,47759,2.09346,0.53633,0.293095,0.264217,0.645513,0.709763,0,0.044076,0.06664,0.506829,5.18434,5.69542,52487,0.006114,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-19.scen:
0.416756,207,413,83037,183132,1201,1201,1180,1194,107,100,12,40,0,54,0,0,151,226,0.150816,0.005963,0.063672,0.003073,0.004891,0.073561,0.059518,0.009673,0.000819,0.010005,0.09399,0.159986,567,0.007313,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-20.scen:
0.41146,207,413,83037,183132,1201,1201,1180,1194,107,100,12,40,0,54,0,0,151,226,0.184329,0.005289,0.003395,0.002629,0.004443,0.102746,0,0.010651,0.000706,0.008554,0.086713,0.092158,567,0.011539,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-20.scen:
26.2914,31804,63609,5906230,15669778,1229,1229,1206,1219,14026,21279,2833,4187,0,3505,0,0,12791,68141,6.18731,0.516079,6.40724,0.804026,1.77434,1.86854,5.9108,0.215281,0.128692,0.931273,6.66632,13.4235,85360,0.005874,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-21.scen:
18.4436,31804,63609,5906230,15669778,1229,1229,1206,1219,14026,21279,2833,4187,0,3505,0,0,12791,68141,5.43716,0.451687,0.415146,0.712261,1.61967,1.74476,0,0.20165,0.113229,0.817012,6.24621,6.99056,85360,0.006088,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-21.scen:
60.0003,57265,114531,16289559,41771674,-1,1221,1200,1211,29967,41656,4782,4891,0,5936,0,0,27169,123278,13.7218,0.848706,15.422,1.62562,1.88438,4.99251,14.4817,0.748799,0.265974,2.18676,16.6429,32.7222,170500,0.006167,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-22.scen:
60,75158,150317,20632039,53511368,-1,1221,1200,1211,35859,55381,5841,7060,0,6876,0,0,33349,162110,17.204,1.10425,1.15286,2.16573,2.75915,6.67556,0,0.990785,0.353202,2.86304,22.3814,24.4139,217176,0.006019,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-22.scen:
51.3042,44833,89665,15007588,38805492,1287,1287,1267,1280,25779,34205,4511,3825,0,2291,0,0,17634,121716,11.0366,0.680551,11.9085,1.28595,2.92504,3.85139,11.0763,0.333336,0.208868,1.7906,15.7809,28.4196,134887,0.011225,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-23.scen:
39.6303,44833,89665,15007588,38805492,1287,1287,1267,1280,25779,34205,4511,3825,0,2291,0,0,17634,121716,10.6352,0.650927,0.760296,1.28246,2.903,3.94581,0,0.338883,0.203092,1.71618,15.6967,17.1934,134887,0.005791,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-23.scen:
4.83746,2819,5639,1151017,2559045,1218,1218,1191,1208,1450,2021,0,366,0,432,0,0,444,5475,1.37498,0.054818,1.06751,0.005256,0.082717,0.926136,1.01694,0.02564,0.011301,0.126605,1.18619,2.28471,8174,0.009054,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-24.scen:
3.4515,2819,5639,1151017,2559045,1218,1218,1191,1208,1450,2021,0,366,0,432,0,0,444,5475,1.28359,0.045095,0.038463,0.003676,0.069863,0.872662,0,0.023411,0.009116,0.101966,1.02429,1.08986,8174,0.005744,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-24.scen:
25.8044,31735,63469,6641935,18852673,1320,1320,1300,1314,14204,21334,2575,4799,0,3026,0,0,6267,75644,3.61706,0.47517,8.99617,0.689782,1.5457,1.22797,8.44701,0.115611,0.119526,0.987381,7.4338,16.8424,88568,0.010689,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-25.scen:
16.3585,31735,63469,6641935,18852673,1320,1320,1300,1314,14204,21334,2575,4799,0,3026,0,0,6267,75644,3.31772,0.425774,0.473421,0.669618,1.46827,1.18293,0,0.111365,0.110608,0.89705,7.08849,7.96648,88568,0.005775,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-25.scen:
