runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
1.40517,29,55,10290,13942,78,78,34,67,3,23,0,2,0,3,2,0,61,0,1.21969,0.000473,0.000547,0.000162,0.010533,0.159378,0.000438,0.004688,0.000126,0.002028,0.007829,0.008503,60,3.70E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-7.scen:
1.50791,35,67,12286,16620,78,78,34,67,3,29,0,2,0,3,0,0,70,0,1.31032,0.000491,8.10E-05,0.000203,0.010483,0.168531,0,0.006063,0.000155,0.002606,0.009559,0.009807,71,2.30E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-7.scen:
5.10E-05,0,1,15,37,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,7.00E-06,0,0,0,4.00E-06,0,0,0,0,0,0,3.60E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-8.scen:
3.30E-05,0,1,15,37,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,0,0,0,0,0,0,0,0,0,0,2.40E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-8.scen:
0.033044,11,28,702,1288,23,23,13,23,1,6,0,1,0,1,10,0,15,0,0.029281,1.80E-05,0.000143,9.00E-06,0.000476,0.002033,9.30E-05,0.000206,3.20E-05,5.10E-05,0.000551,0.000762,30,1.80E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-9.scen:
0.057132,16,30,861,1583,23,23,13,23,1,12,0,1,0,2,0,0,25,0,0.051278,3.20E-05,3.20E-05,1.80E-05,0.000973,0.00334,0,0.000355,3.80E-05,5.10E-05,0.000667,0.000764,32,5.60E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-9.scen:
0.000554,1,2,311,405,34,34,29,34,0,0,0,1,0,0,0,0,1,0,0.000266,2.00E-06,1.50E-05,0,1.60E-05,0,1.20E-05,1.10E-05,2.00E-06,5.00E-06,0.000162,0.000174,2,2.90E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-10.scen:
0.000527,1,2,311,405,34,34,29,34,0,0,0,1,0,0,0,0,1,0,0.000296,2.00E-06,2.00E-06,0,1.40E-05,0,0,9.00E-06,2.00E-06,4.00E-06,0.000142,0.000146,2,2.50E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-10.scen:
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0017,1804,10820,1187969,1584629,-1,51,26,51,266,0,0,1,0,0,8852,0,4927,2178,56.6267,0.011946,0.083047,0,1.88679,0,0.067746,0.532011,0.013415,0.029396,0.708431,0.818024,11619,2.10E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-11.scen:
0.011523,3,5,944,1177,51,51,26,51,0,0,0,2,0,1,0,0,3,0,0.008475,4.00E-06,6.00E-06,0,0.00026,0.002067,0,0.000157,6.00E-06,1.40E-05,0.000468,0.000486,6,2.50E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-11.scen:
0.132513,44,224,9830,17599,34,34,23,30,14,7,0,1,0,2,180,0,111,45,0.078144,0.000334,0.001786,0.000246,0.019887,0.016795,0.001326,0.002728,0.000332,0.000665,0.009157,0.01171,279,3.00E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-12.scen:
0.036767,7,14,790,1264,33,33,23,30,2,4,0,1,0,2,0,0,20,0,0.027823,0.000142,2.40E-05,1.80E-05,0.001089,0.006491,0,0.000266,2.60E-05,4.10E-05,0.000606,0.000674,16,4.30E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-12.scen:
0.000268,1,3,92,184,30,30,26,30,0,0,0,1,0,0,0,0,1,0,0.000111,1.00E-06,1.40E-05,0,1.20E-05,0,1.00E-05,1.10E-05,2.00E-06,4.00E-06,4.50E-05,5.80E-05,2,1.70E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-13.scen:
0.000358,1,3,92,184,30,30,26,30,0,0,0,1,0,0,0,0,1,0,0.000139,2.00E-06,2.00E-06,0,3.10E-05,0,0,1.40E-05,2.00E-06,4.00E-06,6.90E-05,7.50E-05,2,3.10E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-13.scen:
60.0015,152,908,28234,47160,-1,92,20,92,0,0,0,1,0,0,907,0,476,2,54.8107,0.143421,0.005424,3.10E-05,0.032161,4.96346,0.003896,0.015928,0.001039,0.002161,0.021493,0.029108,908,4.20E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-14.scen:
60.002,326,650,195897,243470,-1,98,20,92,0,319,0,2,0,5,0,0,940,1,56.5945,0.002894,0.000952,0.01295,0.39951,2.45948,0,0.09523,0.003992,0.233589,0.36325,0.36617,652,1.80E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-14.scen:
0.000301,1,2,125,183,23,23,20,23,0,0,0,1,0,0,0,0,1,0,0.000136,2.00E-06,1.00E-05,0,2.60E-05,0,6.00E-06,6.00E-06,1.00E-06,2.00E-06,5.50E-05,6.20E-05,2,2.50E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
0.00044,1,2,125,183,23,23,20,23,0,0,0,1,0,0,0,0,1,0,0.000205,2.00E-06,4.00E-06,0,4.50E-05,0,0,1.20E-05,2.00E-06,4.00E-06,9.60E-05,0.000103,2,4.10E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-15.scen:
6.50E-05,0,1,22,55,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-06,0,0,0,6.00E-06,0,0,0,0,0,0,2.70E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
3.90E-05,0,1,22,55,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,0,0,0,0,0,0,0,0,0,0,1.70E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-16.scen:
60.0004,982,3683,946535,1159978,-1,95,33,83,177,440,0,14,0,29,2657,0,2010,447,53.8023,0.115771,0.041716,0.012369,0.830599,4.12017,0.035694,0.188806,0.012414,0.217842,0.758481,0.810282,4207,3.80E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0006,474,947,318815,392674,-1,95,33,83,33,468,0,2,0,4,0,0,1374,1,54.4292,0.005772,0.001388,0.020203,0.410716,4.55784,0,0.140322,0.004201,0.154951,0.353598,0.358101,1008,2.80E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-17.scen:
60.0345,714,4091,257473,390794,-1,62,25,62,0,0,0,1,0,1,4086,0,1076,1,53.8273,0.001552,0.036906,0.002017,0.216731,5.23454,0.031348,0.064727,0.009729,0.411491,0.592149,0.638979,4276,2.60E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
60.0007,1672,3344,1300875,1505598,-1,72,25,62,0,1202,0,1,0,469,0,0,2104,1043,51.3868,0.007222,0.00412,0.020557,0.444097,6.50208,0,0.266295,0.008812,0.495996,1.1947,1.2075,3344,2.60E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-18.scen:
0.000252,1,3,88,174,22,22,20,22,0,0,0,1,0,0,0,0,1,0,0.000109,1.00E-06,1.20E-05,0,1.20E-05,0,9.00E-06,7.00E-06,1.00E-06,2.00E-06,4.20E-05,5.50E-05,2,2.40E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
0.000229,1,3,88,174,22,22,20,22,0,0,0,1,0,0,0,0,1,0,9.90E-05,1.00E-06,3.00E-06,0,1.20E-05,0,0,1.30E-05,1.00E-06,3.00E-06,4.40E-05,4.90E-05,2,1.70E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-19.scen:
60.001,2258,13540,1421779,1925781,-1,66,29,66,0,0,0,1,0,1,13538,0,2597,0,53.7106,0.003098,0.119506,0.00075,1.5343,2.43125,0.101408,0.472622,0.028115,0.686766,1.56877,1.71816,13540,2.60E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
60.0002,3410,6818,1295188,1707192,-1,66,29,66,0,3405,0,3,0,2,0,0,3909,0,54.5022,0.004415,0.007141,0.018811,1.1152,2.11447,0,0.669847,0.023775,0.573759,1.31792,1.34075,6820,2.70E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-20.scen:
0.005001,3,5,99,185,18,18,9,18,0,0,0,2,0,1,0,0,3,0,0.004489,4.00E-06,2.70E-05,0,8.50E-05,0.000174,1.60E-05,2.30E-05,7.00E-06,8.00E-06,7.60E-05,0.000107,6,4.30E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
0.003339,3,5,99,185,18,18,9,18,0,0,0,2,0,1,0,0,3,0,0.00295,4.00E-06,5.00E-06,0,6.20E-05,0.000164,0,1.90E-05,5.00E-06,7.00E-06,6.90E-05,8.30E-05,6,1.70E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-21.scen:
60.0004,4045,24266,1145545,1710478,-1,35,16,35,4,0,0,1,0,0,24167,0,8205,3966,50.9666,0.021929,0.136623,0.007425,2.60482,4.7291,0.104667,0.379434,0.034761,0.054045,0.780529,0.971272,24278,2.50E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
60.0006,24955,49909,4701359,6619713,-1,37,16,35,0,24939,0,2,0,14,0,0,29711,0,42.8694,0.036818,0.052151,0.101166,2.8105,6.40366,0,2.14923,0.135679,0.120578,3.05792,3.2303,49910,2.30E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-22.scen:
3.40E-05,0,1,18,45,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,5.00E-06,0,0,0,4.00E-06,0,0,0,0,0,0,2.50E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
5.20E-05,0,1,18,45,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-06,0,0,0,0,0,0,0,0,0,0,3.80E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-23.scen:
0.10845,17,34,5104,7071,46,46,19,33,8,15,0,1,0,1,2,0,30,0,0.071253,7.60E-05,0.000408,8.70E-05,0.001471,0.026739,0.000307,0.002483,7.60E-05,0.00014,0.005112,0.005652,42,2.90E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
0.096119,17,34,5104,7071,46,46,19,33,8,15,0,1,0,1,0,0,30,0,0.065335,7.00E-05,5.50E-05,8.60E-05,0.001231,0.022645,0,0.002055,5.60E-05,0.000111,0.004026,0.004193,42,2.90E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-24.scen:
0.024391,10,25,2694,3826,53,53,37,46,0,2,0,4,0,2,8,0,20,0,0.013169,0.000107,0.000193,9.00E-06,0.001605,0.006866,0.00013,0.000586,2.70E-05,6.70E-05,0.001547,0.001795,28,1.60E-05,WDG+GR+GC+M+BP+DUP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
0.029557,14,25,2746,3884,53,53,37,46,0,8,0,4,0,2,0,0,22,0,0.015933,0.000146,3.40E-05,3.30E-05,0.001698,0.008144,0,0.000997,3.70E-05,7.60E-05,0.00212,0.00222,28,3.20E-05,WDG+GR+GC+M+BP with AStar,input/maze-8-8/maze-8-8-random-25.scen:
