runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
0.069895,14,27,7625,19972,1083,1083,1073,1080,14,7,1,2,0,3,0,0,34,3,0.02962,0.00022,0.004939,0.000177,0.000359,0.023199,0.004561,0.002043,5.40E-05,0.000876,0.005835,0.010651,54,0.008714,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-9.scen:
0.064812,14,27,7625,19972,1083,1083,1073,1080,14,7,1,2,0,3,0,0,34,3,0.034262,0.000235,0.000334,0.000198,0.000415,0.018282,0,0.001912,6.30E-05,0.00096,0.00672,0.007196,54,0.00554,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-9.scen:
0.056772,23,45,6488,19866,965,965,956,963,15,14,3,1,0,4,0,0,44,8,0.025091,0.0003,0.006301,0.000883,0.000715,0.011454,0.00586,0.002096,9.90E-05,0.001106,0.006818,0.013259,70,0.005388,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-10.scen:
0.070999,23,45,6488,19866,965,965,956,963,15,14,3,1,0,4,0,0,44,8,0.035054,0.000474,0.000649,0.001147,0.001079,0.015312,0,0.002847,0.000128,0.001579,0.009823,0.010704,70,0.009305,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-10.scen:
60.0003,60514,121029,18595957,42941183,-1,961,935,947,19922,45941,1105,4012,0,9456,0,0,19189,114586,15.7187,0.701768,12.6345,1.09449,2.27721,4.91674,11.8037,0.621087,0.234189,2.26264,18.8478,32.1418,155075,0.005021,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-11.scen:
60.0004,75209,150419,23642297,54266308,-1,961,935,947,24849,57404,1386,4720,0,11699,0,0,24302,144340,19.3516,0.819108,0.918056,1.43212,2.86781,6.31748,0,0.775398,0.281284,2.68104,23.5962,25.3449,192860,0.004946,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-11.scen:
6.09595,2370,4739,1409047,2965016,1081,1081,1066,1071,1117,1907,64,88,0,310,0,0,2460,3132,2.43767,0.026369,0.769155,0.062277,0.357644,0.711064,0.731733,0.17454,0.010211,0.17472,1.42542,2.22306,6654,0.005044,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-12.scen:
4.76878,2370,4739,1409047,2965016,1081,1081,1066,1071,1117,1907,64,88,0,310,0,0,2460,3132,2.13675,0.02201,0.030391,0.055798,0.31625,0.650177,0,0.16063,0.008767,0.152978,1.28492,1.34106,6654,0.004774,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-12.scen:
60.0091,1372,87753,11453750,23541141,-1,1062,1049,1053,506,177,15,34,0,180,52908,0,1697,893,20.8642,0.026827,10.1392,0.003505,0.012462,12.6555,9.70759,3.07485,0.146509,1.88996,12.6393,23.1191,97504,0.005543,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-13.scen:
4.65338,1010,2019,1894646,2942799,1065,1065,1049,1053,640,398,16,35,0,560,0,0,242,1431,1.76166,0.008966,0.013501,0.003724,0.008256,1.28007,0,0.041587,0.003708,0.093602,1.49535,1.51991,2914,0.004882,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-13.scen:
