runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
60,26369,83965,1596186,2650490,-1,30,9,30,5855,0,0,1,0,14258,8161,0,25726,195622,24.8869,1.83795,0.390736,0.181758,3.06639,16.2786,0.233275,0.026435,0.163992,0.164705,1.51237,2.2102,152706,1.2e-05,WDG+GR+GC+M+BP+DUP with AStar,input/SmallComplicated/SmallTunnel.scen:
60.0003,17120,32652,1162440,1651501,-1,39,9,30,5488,14807,0,3,0,2310,0,0,69989,3443,39.1764,0.17314,0.050323,0.134888,1.18907,11.8473,0,0.515256,0.076896,0.055423,0.876871,1.03473,40925,1.8e-05,WDG+GR+GC+M+BP with AStar,input/SmallComplicated/SmallTunnel.scen:
