runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
2.16305,1764,3527,676452,1649682,1212,1212,1201,1207,1070,1488,44,29,0,202,0,0,677,2918,0.51961,0.021024,0.517963,0.025917,0.068727,0.200997,0.485669,0.021765,0.006847,0.082128,0.706733,1.24795,5542,0.005961,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-6.scen:
1.89267,1764,3527,676452,1649682,1212,1212,1201,1207,1070,1488,44,29,0,202,0,0,677,2918,0.585595,0.024466,0.033217,0.029971,0.07862,0.237382,0,0.026166,0.007453,0.087744,0.789109,0.848373,5542,0.008769,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-6.scen:
60.0002,43773,87547,21576247,44390727,-1,1095,1061,1078,11589,33980,1684,2679,0,5430,0,0,16292,73706,14.8492,0.510841,10.2687,1.10106,3.42598,4.68542,9.60829,0.841438,0.213509,2.06586,21.1476,31.9483,109332,0.011072,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-7.scen:
60.0002,55133,110267,27578083,56560814,-1,1095,1061,1078,14574,43011,2132,3189,0,6801,0,0,19652,92798,16.8527,0.613344,0.737817,1.35562,4.16249,5.5614,0,0.962335,0.256561,2.45044,25.9101,27.3035,137745,0.006003,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-7.scen:
60,1961,195807,25542183,49734789,-1,1170,1152,1166,2,0,0,0,0,3,143544,0,64,55546,2.98555,2.80861,21.8284,0.0897,0.462943,0.624038,20.7405,0.033195,0.251121,2.76158,26.2579,48.7875,195884,0.010927,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-8.scen:
12.823,336,671,491314,694468,1189,1189,1152,1166,118,187,21,21,0,106,0,0,186,517,8.76644,0.004594,0.004844,0.01648,0.032132,3.10216,0,0.246275,0.001262,0.109297,0.633085,0.640998,836,0.005602,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-8.scen:
0.103511,32,63,14127,36866,1213,1213,1202,1210,25,22,2,3,0,4,0,0,62,20,0.043903,0.000571,0.01322,0.000671,0.001726,0.0171,0.012485,0.003007,0.000152,0.002224,0.014424,0.027923,110,0.005513,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-9.scen:
0.110613,32,63,14127,36866,1213,1213,1202,1210,25,22,2,3,0,4,0,0,62,20,0.055102,0.000763,0.001069,0.00091,0.001904,0.021253,0,0.003912,0.000185,0.002833,0.021718,0.023284,110,0.00633,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-9.scen:
0.214165,83,165,19163,54488,1052,1052,1037,1048,58,64,7,1,0,10,0,0,118,119,0.079938,0.001791,0.034757,0.003213,0.005183,0.031921,0.032657,0.003766,0.000502,0.0047,0.030552,0.066397,273,0.009153,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-10.scen:
0.152876,83,165,19163,54488,1052,1052,1037,1048,58,64,7,1,0,10,0,0,118,119,0.0705,0.001741,0.002005,0.003208,0.004811,0.028538,0,0.00336,0.00047,0.004651,0.029368,0.032737,273,0.007858,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-10.scen:
60.0004,50082,100165,14256447,34152564,-1,1086,1060,1074,17691,34561,3103,5019,0,7399,0,0,12182,115637,10.1441,0.759222,14.3182,0.955491,2.55398,3.22816,13.4549,0.338774,0.233818,1.93948,16.7073,31.7621,132789,0.005998,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-11.scen:
60.0001,98385,196771,28645242,67732275,-1,1087,1060,1074,33472,69772,4838,9280,0,14495,0,0,23503,225890,15.7465,1.17166,1.19541,1.41128,3.7897,5.27913,0,0.549425,0.316553,2.81828,26.1446,28.5175,257193,0.005334,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-11.scen:
31.0957,11887,23773,7550028,15630258,1213,1213,1187,1202,5331,9454,253,666,0,1513,0,0,10563,20133,10.9271,0.154886,4.95899,0.398289,1.74367,3.10156,4.73452,0.676216,0.064014,1.01372,8.07325,13.2031,33278,0.005666,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-12.scen:
21.207,11887,23773,7550028,15630258,1213,1213,1187,1202,5331,9454,253,666,0,1513,0,0,10563,20133,8.64721,0.125277,0.16609,0.306205,1.44364,2.60016,0,0.559978,0.044544,0.785338,6.7247,7.03297,33278,0.005253,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-12.scen:
60.0313,2286,72389,9982787,20781028,-1,1191,1174,1182,1205,866,106,32,0,590,40324,0,1669,2494,21.1359,0.040466,10.9855,0.015033,0.019314,13.9986,10.5599,2.59844,0.120299,1.50978,10.6337,21.9678,82422,0.005277,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-13.scen:
23.2105,6470,12939,10452515,16547772,1195,1195,1174,1182,3289,3104,247,64,0,3054,0,0,833,9082,8.39564,0.064761,0.085794,0.031628,0.031824,6.32239,0,0.090337,0.022431,0.487808,7.93897,8.09876,17711,0.005458,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-13.scen:
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08841,31,61,34543,57336,1137,1137,1112,1130,7,0,1,13,0,16,4,0,50,16,0.525656,0.001193,0.006706,0.000424,0.000967,0.510618,0.006203,0.007741,8.50E-05,0.002318,0.031787,0.038628,71,0.005564,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-14.scen:
1.02752,39,77,47744,75853,1137,1137,1112,1130,7,0,1,14,0,23,0,0,49,26,0.511469,0.001385,0.000577,0.000632,0.001407,0.455269,0,0.00814,0.000107,0.00253,0.045062,0.04593,87,0.006323,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-14.scen:
9.16527,7420,14841,2100148,5579153,1111,1111,1095,1102,4754,5462,643,742,0,573,0,0,4658,12875,2.60914,0.097764,1.90101,0.149754,0.662251,0.688453,1.76188,0.126655,0.035218,0.324623,2.49496,4.50149,22992,0.010077,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-15.scen:
6.51146,7420,14841,2100148,5579153,1111,1111,1095,1102,4754,5462,643,742,0,573,0,0,4658,12875,2.26505,0.086373,0.1116,0.130148,0.586344,0.623969,0,0.116723,0.029946,0.282956,2.22352,2.43417,22992,0.009778,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-15.scen:
4.2483,3588,7177,1006345,2759726,1093,1093,1074,1083,2387,2380,403,458,0,347,0,0,1642,9884,1.09771,0.049099,0.878372,0.125614,0.349212,0.409033,0.816045,0.035574,0.013959,0.129896,1.10008,2.02264,10799,0.007019,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-16.scen:
3.67853,3588,7177,1006345,2759726,1093,1093,1074,1083,2387,2380,403,458,0,347,0,0,1642,9884,1.17381,0.051226,0.059155,0.136825,0.365711,0.45666,0,0.038428,0.014641,0.134715,1.18133,1.28903,10799,0.008193,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-16.scen:
60.0004,78177,156355,26665473,59495413,-1,969,939,955,24675,59049,1112,3787,0,14229,0,0,12976,145278,10.3031,0.830997,13.5206,1.37023,1.91859,4.14064,12.5042,0.448903,0.268719,2.18579,23.9056,38.2656,203487,0.006277,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-17.scen:
60,105020,210041,34604561,77431044,-1,969,939,955,31166,79920,2146,4908,0,18046,0,0,16496,194464,12.4446,1.09158,1.16702,1.88007,2.66095,5.26644,0,0.573294,0.355439,2.73012,30.2443,32.5187,269517,0.005712,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-17.scen:
2.88262,474,947,1188903,1602064,1233,1233,1197,1213,23,19,6,41,0,407,2,0,162,587,0.980839,0.01117,0.107539,0.003117,0.030007,0.650745,0.100911,0.074331,0.001719,0.068675,1.00226,1.11483,991,0.006204,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-18.scen:
2.79004,468,935,1184467,1593458,1233,1233,1197,1213,21,18,6,41,0,402,0,0,155,575,0.977798,0.011143,0.006348,0.002841,0.028473,0.646143,0,0.076239,0.001749,0.072049,1.01803,1.02994,976,0.009697,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-18.scen:
3.54725,5059,10117,1389069,3271063,1212,1212,1189,1203,1535,2050,370,1707,0,931,0,0,756,9274,0.572039,0.105263,0.991134,0.048906,0.129344,0.211032,0.920626,0.015788,0.015456,0.130964,1.29792,2.33165,12799,0.006283,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-19.scen:
2.62916,5059,10117,1389069,3271063,1212,1212,1189,1203,1535,2050,370,1707,0,931,0,0,756,9274,0.57392,0.105822,0.062443,0.047868,0.127284,0.224406,0,0.016896,0.01489,0.122225,1.29928,1.40563,12799,0.009337,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-19.scen:
0.38227,364,727,75418,208146,1050,1050,1034,1044,177,273,18,37,0,35,0,0,250,397,0.13614,0.004479,0.074815,0.003985,0.010263,0.052848,0.07001,0.00823,0.001116,0.010829,0.078485,0.156314,948,0.00543,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-20.scen:
0.360722,364,727,75418,208146,1050,1050,1034,1044,177,273,18,37,0,35,0,0,250,397,0.154383,0.005159,0.004709,0.004783,0.011643,0.066528,0,0.009956,0.001176,0.011889,0.089332,0.097434,948,0.006561,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-20.scen:
2.38592,2831,5661,570344,1423649,1110,1110,1090,1102,861,1472,196,643,0,519,0,0,1206,5200,0.64956,0.044679,0.493131,0.067126,0.137208,0.209421,0.453932,0.030436,0.009894,0.081787,0.623876,1.14302,7050,0.00617,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-21.scen:
2.05975,2831,5661,570344,1423649,1110,1110,1090,1102,861,1472,196,643,0,519,0,0,1206,5200,0.6685,0.04919,0.03711,0.075278,0.152594,0.230421,0,0.033496,0.010321,0.084004,0.675367,0.739853,7050,0.010208,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-21.scen:
34.9281,34770,69539,7986329,23732872,1128,1128,1109,1118,26584,21507,4209,4202,0,4851,0,0,8624,77584,5.59804,0.500952,11.1333,1.02962,1.47116,2.40545,10.4414,0.266427,0.19576,1.40468,9.79751,21.4264,119076,0.006384,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-22.scen:
22.5879,34770,69539,7986329,23732872,1128,1128,1109,1118,26584,21507,4209,4202,0,4851,0,0,8624,77584,5.0114,0.447235,0.557185,0.911949,1.40358,2.20428,0,0.245587,0.175521,1.22304,9.40508,10.4279,119076,0.005585,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-22.scen:
0.04873,20,39,6931,21425,1206,1206,1195,1205,17,7,4,0,0,8,0,0,68,7,0.023389,0.000269,0.005389,0.000524,0.0006,0.008147,0.004935,0.001598,6.60E-05,0.000881,0.00562,0.011119,67,0.005303,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-23.scen:
0.05169,20,39,6931,21425,1206,1206,1195,1205,17,7,4,0,0,8,0,0,68,7,0.028538,0.000338,0.000488,0.000646,0.000639,0.008697,0,0.001911,7.80E-05,0.001017,0.006952,0.00766,67,0.006595,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-23.scen:
3.05055,1752,3503,837834,1784548,1100,1100,1076,1090,788,1238,0,213,0,300,0,0,374,3273,1.01183,0.02239,0.500287,0.001449,0.039281,0.688507,0.475536,0.019297,0.005775,0.068815,0.711805,1.22653,4984,0.009845,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-24.scen:
2.54308,1752,3503,837834,1784548,1100,1100,1076,1090,788,1238,0,213,0,300,0,0,374,3273,0.994881,0.022309,0.021004,0.001331,0.038723,0.696387,0,0.018207,0.005387,0.064546,0.698904,0.735145,4984,0.005538,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-24.scen:
1.60322,2276,4551,416079,1184726,1207,1207,1189,1203,788,1466,336,278,0,195,0,0,690,4835,0.327833,0.027556,0.510222,0.036211,0.068411,0.111472,0.4783,0.010698,0.006452,0.056187,0.419629,0.952669,5931,0.005268,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-25.scen:
1.07239,2276,4551,416079,1184726,1207,1207,1189,1203,788,1466,336,278,0,195,0,0,690,4835,0.30455,0.02676,0.027649,0.034024,0.066776,0.107195,0,0.01037,0.006087,0.05197,0.408745,0.459097,5931,0.005197,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-25.scen:
